ID,Sales_Person,Customer_Name,Car_Make,Car_Model,Car_Year,Sale_Price,Commission_Rate,Commission_Earned,Year,Month,Month_ID,Day,Day_ID,Day_Index,,,
9729,Kelli Carter,Brittany Gibbs,Ford,F-150,2012,35920,0.115984423,4166.16,2022,December,12,Saturday,6,31,,,
9730,Jason Weiss,Jose Smith,Chevrolet,F-150,2012,16415,0.059890834,983.11,2022,May,5,Sunday,7,1,,,
9731,Thomas Hines,Justin Smith,Ford,Corolla,2015,13070,0.077231849,1009.42,2022,July,7,Sunday,7,17,,,
9732,Diane Moss,Carlos Bell,Ford,F-150,2011,40296,0.094896196,3823.94,2022,September,9,Thursday,4,29,,,
9733,Patricia Fisher,Robert Jones,Chevrolet,Altima,2012,41755,0.131388725,5486.14,2022,November,11,Monday,1,21,,,
9734,Theresa Bender,Matthew Nguyen,Chevrolet,Civic,2014,12204,0.080683362,984.66,2022,May,5,Saturday,6,21,,,
9735,Christopher Garcia,Ryan Wilkinson,Chevrolet,Civic,2011,16025,0.116312943,1863.91,2022,December,12,Monday,1,19,,,
9736,Margaret Clark,Eric Russell,Honda,F-150,2018,31935,0.085291089,2723.77,2022,July,7,Thursday,4,21,,,
9737,David Howard DDS,Mr. Stephen Bauer,Toyota,Civic,2016,18766,0.057781276,1084.32,2023,January,1,Wednesday,3,25,,,
9738,Lawrence Moss,Mr. Angel Graham DVM,Nissan,F-150,2016,13924,0.109457971,1524.09,2022,May,5,Friday,5,6,,,
9739,Stephanie Dickerson,David Jackson,Toyota,Civic,2020,47269,0.078634217,3716.96,2023,April,4,Thursday,4,13,,,
9740,Beth Baldwin DDS,Suzanne Bishop,Honda,Corolla,2012,40631,0.062750826,2549.63,2022,August,8,Friday,5,5,,,
9741,Carlos Schmidt,Wendy Joseph,Ford,Silverado,2010,21564,0.099191471,2138.96,2022,December,12,Saturday,6,10,,,
9742,Christian Haney,Amy Taylor,Toyota,Altima,2021,15607,0.144878585,2261.12,2022,November,11,Thursday,4,17,,,
9743,Peter Reyes,Peter Lopez,Toyota,Corolla,2020,24059,0.11646595,2802.05,2023,March,3,Sunday,7,5,,,
9744,Karen Moore,Nancy Hall,Chevrolet,Silverado,2020,48982,0.085137508,4170.21,2022,June,6,Saturday,6,4,,,
9745,Brian Larsen,Preston Edwards,Nissan,F-150,2014,37442,0.052250281,1956.36,2023,April,4,Monday,1,3,,,
9746,Charles Mcbride,Ashley Johnson,Toyota,Corolla,2020,28228,0.06516906,1839.59,2022,September,9,Thursday,4,29,,,
9747,Lydia Pena,Anita Wilson,Honda,Altima,2019,41493,0.134118569,5564.98,2022,September,9,Thursday,4,29,,,
9748,Sarah Brown,Robert Ferguson,Ford,Civic,2017,11292,0.097589137,1101.98,2022,May,5,Saturday,6,21,,,
9749,Susan Miller,Kayla Berry,Chevrolet,Civic,2016,43740,0.085327258,3732.21,2023,April,4,Sunday,7,16,,,
9750,James Wilson,Daniel Green,Ford,Silverado,2012,46885,0.141356581,6627.5,2023,March,3,Tuesday,2,7,,,
9751,Kevin Bradshaw,Katherine Saunders,Honda,Corolla,2010,20538,0.106741406,2192.25,2022,August,8,Wednesday,3,17,,,
9752,Joshua Dean,Ann Castro,Nissan,Altima,2016,49893,0.107503258,5363.66,2022,July,7,Monday,1,18,,,
9753,Rachael Bradford,Alejandro Lawrence,Toyota,Civic,2018,21281,0.122219099,2600.94,2022,October,10,Monday,1,24,,,
9754,Patrick Bailey,Steven Walters,Ford,Altima,2019,36190,0.115496584,4179.82,2022,May,5,Wednesday,3,4,,,
9755,Gregory Thomas,Scott Lewis,Nissan,Altima,2017,46037,0.078596518,3618.35,2022,December,12,Wednesday,3,14,,,
9756,Rachel Griffin,Emily Yang,Chevrolet,Corolla,2015,49021,0.054474589,2670.4,2022,October,10,Monday,1,10,,,
9757,Eric Brown,Jason Johnson,Chevrolet,F-150,2012,13279,0.089414058,1187.33,2023,April,4,Tuesday,2,11,,,
9758,Jennifer Allen,Taylor Santos,Chevrolet,Corolla,2010,11295,0.070133034,792.15,2023,January,1,Thursday,4,12,,,
9759,Michael Newton,Mr. William Clark,Ford,F-150,2010,35951,0.091928702,3304.93,2022,September,9,Wednesday,3,7,,,
9760,Marc Thompson,Kristopher Richard,Honda,Silverado,2014,15144,0.104468434,1582.07,2022,October,10,Thursday,4,6,,,
9761,Kimberly Atkinson,Caitlin Miller,Honda,Silverado,2012,12330,0.104355005,1286.7,2023,January,1,Tuesday,2,31,,,
9762,Thomas Peck,Dennis Welch,Chevrolet,F-150,2020,15023,0.074308709,1116.34,2023,April,4,Tuesday,2,18,,,
9763,Patrick Hoffman,Jacqueline Fernandez,Chevrolet,Civic,2020,46221,0.106317966,4914.12,2022,August,8,Wednesday,3,10,,,
9764,Kelly Martinez,Carlos Case,Chevrolet,Corolla,2011,44753,0.094377219,4223.66,2022,November,11,Tuesday,2,29,,,
9765,Susan Hughes,Walter Martin,Nissan,Silverado,2013,48499,0.107385298,5208.08,2022,August,8,Thursday,4,18,,,
9766,Stephanie Miller,Kathleen Combs,Honda,Civic,2021,18853,0.06452059,1216.41,2022,May,5,Tuesday,2,31,,,
9767,Gina Martinez,Todd Wagner,Toyota,Civic,2021,46692,0.053553283,2500.51,2023,February,2,Friday,5,3,,,
9768,Amber Mendoza,Emma Adams,Nissan,Silverado,2019,19976,0.072336774,1445,2022,August,8,Monday,1,15,,,
9769,Daniel Myers,Benjamin Harrington DDS,Ford,F-150,2018,45919,0.137601351,6318.52,2022,November,11,Tuesday,2,15,,,
9770,Jose Brown,Mark Allison,Toyota,Corolla,2019,46895,0.097432472,4569.1,2022,September,9,Monday,1,19,,,
9771,Jose Evans,Heather Young,Nissan,Civic,2014,46708,0.137174393,6407.14,2022,November,11,Saturday,6,26,,,
9772,Connie Sims,Eric Williams,Chevrolet,Altima,2011,20171,0.110714318,2233.22,2022,October,10,Thursday,4,27,,,
9773,Christopher Knight,Michelle Miller,Toyota,Silverado,2018,46257,0.103393349,4782.67,2022,November,11,Saturday,6,26,,,
9774,Hayley Randall,Mark Barrett,Toyota,Silverado,2022,34239,0.051450716,1761.62,2022,December,12,Monday,1,26,,,
9775,Mitchell Hurst,Christopher Hansen,Honda,F-150,2019,14720,0.111808278,1645.82,2022,May,5,Tuesday,2,3,,,
9776,Connor Long,Anthony Howe,Honda,Civic,2013,34541,0.053534561,1849.14,2022,December,12,Sunday,7,11,,,
9777,Michael Short,Shannon Gonzalez,Honda,Altima,2020,14030,0.0881505,1236.75,2023,January,1,Thursday,4,5,,,
9778,Jenna Price,Michael Ford,Ford,Altima,2014,26376,0.078263014,2064.27,2022,December,12,Thursday,4,29,,,
9779,Peter Johnson,Michael Watts,Honda,Altima,2022,27230,0.063990816,1742.47,2022,September,9,Sunday,7,4,,,
9780,Christopher Ramos,Morgan Macias,Ford,Civic,2018,20873,0.074447192,1553.94,2022,December,12,Tuesday,2,6,,,
9781,Thomas Roberts,Stephanie Love,Nissan,Corolla,2010,24656,0.115703573,2852.79,2022,September,9,Sunday,7,18,,,
9782,Tammy Hunter,April Green,Honda,Silverado,2012,45130,0.138210671,6237.45,2022,June,6,Friday,5,24,,,
9783,Makayla Huffman,Henry Quinn,Honda,F-150,2021,43796,0.129561413,5674.27,2022,June,6,Wednesday,3,8,,,
9784,Felicia Hernandez,James Velasquez,Honda,Civic,2013,44507,0.113537729,5053.22,2022,August,8,Monday,1,8,,,
9785,Alexis Smith,Erica Hopkins,Nissan,F-150,2019,43945,0.051427054,2259.96,2022,May,5,Sunday,7,22,,,
9786,Erica Adams,Adam Donaldson,Honda,Altima,2015,29940,0.068483806,2050.41,2022,September,9,Friday,5,2,,,
9787,Meghan Lucero,Danny Crawford,Ford,F-150,2012,19820,0.117928337,2337.34,2022,September,9,Saturday,6,3,,,
9788,Maria Benton,Jeffrey Gray,Ford,Corolla,2022,39435,0.111421588,4393.91,2022,August,8,Friday,5,5,,,
9789,James Hill,Jerry Chavez,Ford,Silverado,2012,44324,0.050240188,2226.85,2022,May,5,Tuesday,2,3,,,
9790,Richard Moore,William Jordan,Honda,Corolla,2013,44038,0.138167027,6084.6,2022,September,9,Thursday,4,29,,,
9791,Andrew Sandoval,Jacqueline Burke,Honda,Altima,2013,25624,0.113169735,2899.86,2022,August,8,Saturday,6,6,,,
9792,Ricky Palmer,Amy Martin,Ford,Altima,2011,31604,0.090262567,2852.66,2022,June,6,Sunday,7,26,,,
9793,Rachel Morales,Thomas Garcia,Honda,F-150,2019,17349,0.125485555,2177.05,2023,February,2,Tuesday,2,14,,,
9794,Dustin Davis,David Rasmussen,Honda,Civic,2016,14918,0.103529185,1544.45,2022,October,10,Sunday,7,16,,,
9795,Joseph Morales,Shannon Baker,Chevrolet,Corolla,2020,27841,0.087831665,2445.32,2023,February,2,Monday,1,6,,,
9796,Megan Ortiz,Craig Moyer,Toyota,F-150,2018,11750,0.102615919,1205.74,2023,February,2,Friday,5,10,,,
9797,Chris Powers,April Jennings,Honda,Silverado,2010,21015,0.104633723,2198.88,2022,May,5,Saturday,6,21,,,
9798,Alexander Chandler,Joshua Martin,Chevrolet,Civic,2010,37161,0.095233321,3538.97,2022,June,6,Sunday,7,19,,,
9799,Austin Hernandez,Erik Montgomery,Toyota,F-150,2010,11003,0.133689244,1470.98,2023,April,4,Saturday,6,22,,,
9800,Keith Stokes,Dale Cohen,Chevrolet,Civic,2013,25432,0.14293908,3635.23,2022,December,12,Saturday,6,24,,,
9801,Robert Rivera,Stephanie Baker,Chevrolet,Silverado,2021,38086,0.120966338,4607.12,2022,June,6,Friday,5,17,,,
9802,John King,Krista Meyer,Nissan,Altima,2015,13145,0.122704253,1612.95,2023,March,3,Monday,1,6,,,
9803,James Mercer,Philip Guerra,Nissan,F-150,2020,38555,0.135786558,5235.25,2022,September,9,Sunday,7,18,,,
9804,Cassandra Martinez,Randy Johnson,Ford,Corolla,2018,21797,0.086292245,1880.91,2023,April,4,Sunday,7,30,,,
9805,Tim Barnes,Joshua Davis,Honda,Corolla,2016,39155,0.080647098,3157.74,2022,August,8,Thursday,4,11,,,
9806,Jill Olson,John Terry,Nissan,F-150,2021,34498,0.111321073,3840.35,2023,January,1,Wednesday,3,4,,,
9807,Amy Edwards,Tiffany Mcgee,Ford,Civic,2019,36648,0.087231471,3196.86,2022,August,8,Saturday,6,20,,,
9808,Paul Hill,Megan Owens,Honda,Corolla,2020,41986,0.094419264,3964.29,2023,March,3,Saturday,6,18,,,
9809,Russell Cooper,Danielle Wilson,Chevrolet,Corolla,2015,30079,0.116517718,3504.74,2022,May,5,Monday,1,30,,,
9810,Emily Thompson,Brandy Perry,Nissan,F-150,2013,21340,0.073282038,1563.84,2022,November,11,Friday,5,11,,,
9811,Dawn Clements,Jason Duncan,Toyota,Altima,2021,40079,0.117111276,4693.7,2022,December,12,Wednesday,3,21,,,
9812,Angela Daugherty,Nancy Jones,Nissan,Civic,2011,10906,0.085876209,936.57,2022,August,8,Monday,1,1,,,
9813,Emily Brown,Justin Wilson,Chevrolet,F-150,2019,30341,0.093818237,2846.54,2023,February,2,Saturday,6,4,,,
9814,Elizabeth Williams,Trevor Brown,Toyota,Altima,2015,40524,0.145338811,5889.71,2022,August,8,Monday,1,22,,,
9815,Denise Weber,Caroline Santos,Chevrolet,Silverado,2022,42462,0.05460987,2318.84,2023,February,2,Monday,1,6,,,
9816,Todd Roach,Christopher Hernandez,Honda,Altima,2017,22894,0.065999893,1511,2023,January,1,Sunday,7,8,,,
9817,Brenda David,Richard Conrad,Chevrolet,Altima,2019,40514,0.136938376,5547.92,2023,March,3,Wednesday,3,8,,,
9818,Janet Short,Diane Williamson,Nissan,F-150,2021,27722,0.059244372,1642.37,2023,March,3,Tuesday,2,7,,,
9819,Jennifer Moore,Christopher Morris,Nissan,Civic,2016,12616,0.139859084,1764.46,2022,May,5,Thursday,4,26,,,
9820,Joseph Pham,Jason Riley,Toyota,Civic,2017,48327,0.140280633,6779.34,2022,May,5,Saturday,6,21,,,
9821,Michael Santos,Danny Kirby,Toyota,Civic,2010,11468,0.13864643,1590,2023,March,3,Monday,1,27,,,
9822,Crystal Aguirre,Shelby Scott,Ford,Silverado,2017,29902,0.145757853,4358.45,2023,February,2,Thursday,4,16,,,
9823,David Goodwin,Jesus Davis,Toyota,Corolla,2017,14676,0.129554278,1901.34,2022,August,8,Monday,1,1,,,
9824,Michael Cook,Charles Schmitt,Chevrolet,Altima,2016,29404,0.106008538,3117.08,2022,August,8,Saturday,6,20,,,
9825,Travis Wood,Raymond Miller,Ford,Corolla,2014,19694,0.054043077,1064.32,2022,November,11,Tuesday,2,15,,,
9826,Steven Harper,Laura Bowers,Nissan,F-150,2021,21191,0.135670796,2875,2022,November,11,Thursday,4,10,,,
9827,Mark Warner,Teresa Perez,Ford,F-150,2010,32423,0.149176541,4836.75,2023,February,2,Wednesday,3,8,,,
9828,Ryan Anderson,Joshua Zuniga,Chevrolet,Civic,2016,31296,0.097640777,3055.77,2023,February,2,Saturday,6,4,,,
9829,Sherry Rodriguez,Samuel Boyer,Chevrolet,F-150,2019,48962,0.123508514,6047.22,2022,August,8,Friday,5,12,,,
9830,Daisy Rivera,James Davis,Chevrolet,Civic,2019,37326,0.060624296,2262.86,2022,November,11,Wednesday,3,2,,,
9831,Willie Soto,Julie Harris,Chevrolet,F-150,2016,29172,0.064566419,1883.53,2023,March,3,Thursday,4,9,,,
9832,Cameron Johnson,Roberto Thomas,Nissan,F-150,2018,21475,0.115921247,2489.41,2023,January,1,Monday,1,9,,,
9833,Ashley Flores,Kevin Parsons,Ford,Civic,2022,41886,0.122564861,5133.75,2022,September,9,Sunday,7,25,,,
9834,Gabriel Graves,Douglas Sosa,Chevrolet,F-150,2010,46554,0.061360811,2856.59,2023,April,4,Thursday,4,13,,,
9835,Amy Brown,Carmen Williams,Honda,Civic,2011,23425,0.064102362,1501.6,2023,April,4,Friday,5,28,,,
9836,Heather Mosley,Amber Waller,Honda,F-150,2019,44447,0.083571758,3714.51,2022,December,12,Monday,1,19,,,
9837,Chelsea Garza,Joshua Campbell,Ford,F-150,2010,14840,0.135327587,2008.26,2022,July,7,Tuesday,2,19,,,
9838,Scott Flores,Zachary Berry,Honda,Altima,2011,47706,0.120861412,5765.81,2023,February,2,Friday,5,24,,,
9839,James Mullins,Leslie Peterson,Honda,Civic,2020,13438,0.107256882,1441.32,2022,November,11,Saturday,6,5,,,
9840,Matthew Wood,Heidi Davis,Chevrolet,F-150,2015,22647,0.13114143,2969.96,2023,January,1,Friday,5,20,,,
9841,Cynthia Mann,Robert Smith,Nissan,Civic,2010,49638,0.147292584,7311.31,2023,February,2,Tuesday,2,28,,,
9842,Rodney Thompson Jr.,Sheila Fuentes,Chevrolet,Altima,2016,45208,0.0723943,3272.8,2022,December,12,Friday,5,2,,,
9843,Robin Donovan,Joyce Schmitt,Toyota,Silverado,2020,19572,0.080629879,1578.09,2022,October,10,Sunday,7,30,,,
9844,Rebecca Taylor,Samuel Thompson,Chevrolet,F-150,2016,28315,0.118814274,3364.23,2022,October,10,Wednesday,3,19,,,
9845,Brooke Romero,Jamie Smith,Nissan,Silverado,2017,23175,0.110875864,2569.55,2023,April,4,Wednesday,3,26,,,
9846,Rebecca Moon,Jacqueline Good,Ford,Corolla,2016,22962,0.063005686,1446.74,2022,September,9,Saturday,6,10,,,
9847,Christie Ramsey,Melanie Hartman,Nissan,Civic,2017,34109,0.136417145,4653.05,2022,December,12,Tuesday,2,20,,,
9848,Erin Warren,Sherry Hoover,Chevrolet,F-150,2019,37861,0.142350967,5389.55,2022,June,6,Sunday,7,19,,,
9849,Alex Fowler,Amy Reeves,Chevrolet,Silverado,2010,47926,0.104693951,5017.56,2023,February,2,Saturday,6,25,,,
9850,Jacqueline Lewis,Tanner Lara,Nissan,F-150,2021,44707,0.106676165,4769.17,2022,October,10,Monday,1,17,,,
9851,Jeffrey Murillo,James Evans,Nissan,Civic,2016,34409,0.057242319,1969.65,2022,July,7,Sunday,7,24,,,
9852,Bryce Bailey,Alan Rodriguez,Honda,F-150,2012,35422,0.092270463,3268.4,2023,February,2,Saturday,6,4,,,
9853,Nicholas Bridges,Ryan Young,Toyota,Corolla,2016,25148,0.087566065,2202.11,2023,February,2,Sunday,7,12,,,
9854,Kayla Schultz,Samantha Williams,Chevrolet,Altima,2011,27282,0.073614363,2008.35,2022,August,8,Sunday,7,14,,,
9855,Mary Rojas,Phillip Vaughn,Ford,Altima,2021,35805,0.081708929,2925.59,2022,October,10,Thursday,4,6,,,
9856,Amy Turner,John Montgomery,Chevrolet,Civic,2017,42005,0.107812615,4528.67,2022,October,10,Thursday,4,20,,,
9857,Patricia Wilson,Mario Branch,Nissan,Corolla,2016,41368,0.140891346,5828.39,2023,March,3,Sunday,7,19,,,
9858,John Perez,Kevin Brooks III,Toyota,F-150,2013,15733,0.08054961,1267.29,2022,July,7,Sunday,7,3,,,
9859,Nicholas Vazquez,Rebecca Smith,Nissan,Altima,2022,37886,0.119380853,4522.86,2023,April,4,Tuesday,2,11,,,
9860,Brian Cunningham,Jeremiah Velasquez,Chevrolet,F-150,2022,22230,0.109122257,2425.79,2022,June,6,Saturday,6,4,,,
9861,Justin Thompson,Sarah Ramirez,Toyota,F-150,2018,15272,0.062292024,951.32,2022,July,7,Friday,5,29,,,
9862,Shelby Mathews,Daniel Gillespie,Ford,Corolla,2020,30879,0.148069832,4572.25,2022,September,9,Friday,5,23,,,
9863,Victor Foley,Steven Matthews,Chevrolet,Corolla,2018,23348,0.06508546,1519.62,2022,December,12,Tuesday,2,27,,,
9864,Corey Scott,Nicholas Hall,Chevrolet,F-150,2011,36280,0.052681076,1911.27,2023,April,4,Wednesday,3,5,,,
9865,Gordon Burns,Brian Parker,Ford,Silverado,2016,25435,0.08592383,2185.47,2023,March,3,Sunday,7,5,,,
9866,Jennifer Sosa,Joel Joseph,Toyota,F-150,2011,37617,0.127790804,4807.11,2023,January,1,Monday,1,23,,,
9867,Alexandra Graves,Melissa Evans,Honda,Civic,2016,24758,0.074693799,1849.27,2023,February,2,Tuesday,2,21,,,
9868,Terry Sandoval,Carolyn Griffith,Toyota,F-150,2018,41360,0.098731327,4083.53,2022,May,5,Monday,1,16,,,
9869,Erin Lawson,Patrick Mann,Chevrolet,Silverado,2010,20420,0.119679297,2443.85,2022,October,10,Saturday,6,15,,,
9870,Kevin Todd,Bradley Sullivan,Toyota,Civic,2017,20938,0.146491067,3067.23,2022,August,8,Monday,1,29,,,
9871,Brian Singh,Michael Murphy,Ford,F-150,2010,39527,0.137719373,5443.63,2022,November,11,Sunday,7,13,,,
9872,John Goodwin,Sara Alvarez,Honda,Silverado,2021,12283,0.13095245,1608.49,2022,July,7,Monday,1,4,,,
9873,Eric Ramirez,Shirley Hansen,Ford,Silverado,2012,35790,0.051992236,1860.8,2023,April,4,Tuesday,2,4,,,
9874,Michelle Liu,Kristi Ortiz DDS,Nissan,Silverado,2011,38202,0.149400461,5707.4,2022,June,6,Tuesday,2,14,,,
9875,Michele Guzman,Laura Jones,Ford,Corolla,2018,10702,0.082246972,880.21,2023,March,3,Sunday,7,26,,,
9876,Scott Shelton,Steven Allen,Ford,F-150,2012,24787,0.112781943,2795.53,2022,December,12,Monday,1,19,,,
9877,April Barron,Sara King,Chevrolet,Corolla,2021,25784,0.138811281,3579.11,2023,January,1,Friday,5,27,,,
9878,John Burns,Joseph Fisher,Toyota,Altima,2010,28498,0.093447932,2663.08,2023,March,3,Monday,1,20,,,
9879,Michelle Stephens,Mrs. Katherine Fowler,Chevrolet,Corolla,2017,39447,0.12627534,4981.18,2023,January,1,Saturday,6,7,,,
9880,Jeremy Simpson,Dr. Debbie Parker,Toyota,Silverado,2013,23377,0.091126198,2130.26,2022,June,6,Friday,5,24,,,
9881,Hailey Cortez,Angela Herring,Chevrolet,F-150,2010,21685,0.145266428,3150.1,2022,June,6,Monday,1,6,,,
9882,Destiny Velasquez,Lori Mullins,Ford,Corolla,2011,26673,0.053230345,1419.81,2022,October,10,Monday,1,31,,,
9883,Jeremy Anderson,Nathan Johnson,Chevrolet,F-150,2016,11275,0.09420817,1062.2,2023,January,1,Friday,5,13,,,
9884,Allison Jones,Kristin Young,Honda,Civic,2010,28938,0.121978049,3529.8,2022,November,11,Wednesday,3,9,,,
9885,Brian Coleman,Leslie George,Chevrolet,F-150,2010,26960,0.098843433,2664.82,2022,July,7,Friday,5,15,,,
9886,Felicia Steele,Bobby Cameron,Ford,F-150,2011,20133,0.051676222,1040.4,2023,March,3,Wednesday,3,15,,,
9887,Samantha Brown,Kimberly Berry,Ford,Silverado,2019,22754,0.104440338,2376.44,2023,April,4,Friday,5,7,,,
9888,Michael Lambert,Jeffrey Mcdaniel,Chevrolet,Corolla,2013,22531,0.131919467,2972.28,2022,December,12,Wednesday,3,7,,,
9889,Emily Riley,Charles Malone,Nissan,Civic,2017,45966,0.072692456,3341.38,2023,April,4,Wednesday,3,19,,,
9890,Alexandra Rodriguez,Laurie Johnson,Nissan,Corolla,2015,42837,0.10673714,4572.3,2022,December,12,Friday,5,2,,,
9891,Joseph Sexton,Kevin Williams,Honda,Altima,2017,25990,0.100747748,2618.43,2023,February,2,Tuesday,2,21,,,
9892,Jack Hill,Carla Burns,Honda,Corolla,2020,26683,0.086341834,2303.86,2022,November,11,Saturday,6,19,,,
9893,Jeffrey Morales,Shawn Chavez,Chevrolet,Altima,2013,33185,0.050313826,1669.66,2022,August,8,Friday,5,19,,,
9894,Jeffery Hancock,Joshua Miller,Toyota,Civic,2012,15862,0.114976475,1823.76,2022,September,9,Friday,5,9,,,
9895,Lori Powell,Vicki Barber,Chevrolet,Civic,2014,19211,0.092886337,1784.44,2022,August,8,Saturday,6,20,,,
9896,Jason Martin,Felicia Bradley,Honda,Corolla,2014,16169,0.054947166,888.44,2022,September,9,Wednesday,3,7,,,
9897,Devin Johnson,Amanda Ramirez,Honda,Corolla,2016,17984,0.124468443,2238.44,2023,April,4,Saturday,6,15,,,
9898,Jennifer Gregory,Johnny Ortiz,Ford,Corolla,2020,37324,0.080812229,3016.24,2023,January,1,Tuesday,2,10,,,
9899,David Landry,Barbara Taylor,Toyota,Corolla,2012,12097,0.143541457,1736.42,2023,January,1,Monday,1,16,,,
9900,Jerry Barrera,Dennis Martinez,Chevrolet,Civic,2020,47958,0.104982622,5034.76,2022,June,6,Tuesday,2,14,,,
9901,Debra Turner,Joel Robles,Chevrolet,F-150,2017,35872,0.055183052,1979.53,2022,October,10,Saturday,6,29,,,
9902,Kyle Mccormick,Adam Moore,Nissan,Silverado,2018,39027,0.058195344,2271.19,2023,January,1,Saturday,6,7,,,
9903,Justin Henry,Robert Brown,Chevrolet,Civic,2013,42559,0.079449275,3381.28,2022,December,12,Friday,5,2,,,
9904,Michelle Simmons,Diane Zavala,Chevrolet,Silverado,2011,14101,0.083784625,1181.45,2022,July,7,Saturday,6,16,,,
9905,Paula Brooks,Tina Key,Chevrolet,Silverado,2019,43476,0.067093907,2916.97,2022,December,12,Sunday,7,4,,,
9906,Evelyn Waters,Justin Spears,Toyota,Civic,2019,16606,0.050829336,844.07,2022,July,7,Thursday,4,7,,,
9907,Karen Smith,Adam Daniels,Honda,Civic,2011,48767,0.073852884,3601.58,2022,December,12,Thursday,4,29,,,
9908,Brett Tran,Caitlin Flynn,Toyota,Civic,2017,12904,0.147799444,1907.2,2022,August,8,Tuesday,2,9,,,
9909,Robert Thompson,Bradley Todd,Honda,Altima,2019,20234,0.13377724,2706.85,2022,July,7,Saturday,6,9,,,
9910,Jeff Deleon,Ana Howard,Toyota,F-150,2011,24998,0.099869014,2496.53,2023,January,1,Tuesday,2,24,,,
9911,Bethany Sharp,Michelle Golden,Honda,F-150,2022,16205,0.129335754,2095.89,2022,August,8,Wednesday,3,10,,,
9912,Samantha White,Monica Suarez,Chevrolet,Silverado,2020,16791,0.094568978,1587.91,2022,October,10,Wednesday,3,19,,,
9913,Sara Martin,John Arnold,Toyota,Altima,2011,32469,0.063867004,2073.7,2023,January,1,Tuesday,2,10,,,
9914,Heather Hernandez,Robert Herrera,Nissan,Corolla,2015,40418,0.139779753,5649.62,2023,March,3,Tuesday,2,14,,,
9915,Melissa Donovan,Christian Lopez,Toyota,F-150,2017,26711,0.129201513,3451.1,2022,July,7,Sunday,7,10,,,
9916,Matthew Gallegos,Jasmine Rodriguez,Chevrolet,Altima,2018,46899,0.120302299,5642.06,2022,December,12,Wednesday,3,7,,,
9917,Laura Williams,Karen Davis,Honda,Silverado,2021,19209,0.052991582,1017.92,2022,July,7,Thursday,4,21,,,
9918,Deborah Miller,Sarah Kim,Ford,Corolla,2014,18624,0.056135199,1045.46,2022,November,11,Saturday,6,26,,,
9919,Joanna Taylor,Kristin Sharp,Nissan,Altima,2011,16036,0.051072208,818.99,2023,March,3,Sunday,7,5,,,
9920,Thomas Miller,Marissa Weber,Chevrolet,F-150,2022,30966,0.088436196,2738.52,2022,June,6,Tuesday,2,21,,,
9921,Micheal Garner,Samantha Petersen,Nissan,Silverado,2016,12585,0.073907821,930.13,2022,October,10,Tuesday,2,11,,,
9922,David Parker,Evan Horton,Ford,Corolla,2019,14637,0.117198965,1715.44,2023,January,1,Monday,1,9,,,
9923,Ronald Watson,Kyle Colon,Ford,Silverado,2020,15468,0.070112335,1084.5,2022,May,5,Sunday,7,8,,,
9924,Daniel Sexton,Lawrence Kim,Toyota,Altima,2020,18894,0.069147074,1306.46,2022,May,5,Sunday,7,8,,,
9925,Lisa Bowen,Tara Macias MD,Toyota,Silverado,2022,41731,0.083539434,3486.18,2022,August,8,Tuesday,2,16,,,
9926,Kathleen Jones,Blake Ellis,Nissan,Altima,2014,35087,0.098048097,3440.21,2022,May,5,Saturday,6,14,,,
9927,Suzanne Jarvis,Michael Wise,Ford,Silverado,2019,44431,0.112947984,5018.39,2023,March,3,Saturday,6,4,,,
9928,Melinda Williams,Laurie Simon,Ford,Civic,2019,28686,0.086316421,2476.07,2022,December,12,Sunday,7,18,,,
9929,Margaret Morales,Mary Mathis,Toyota,Corolla,2013,10993,0.119192446,1310.28,2022,May,5,Friday,5,27,,,
9930,Michelle Armstrong,Monica Clark,Nissan,F-150,2021,34831,0.084629628,2947.73,2022,October,10,Thursday,4,20,,,
9931,James Brown,Cody Adams,Toyota,Altima,2019,32775,0.141876701,4650.01,2023,April,4,Wednesday,3,19,,,
9932,John Garrison,Mrs. Nancy Romero,Toyota,F-150,2010,17759,0.09388292,1667.27,2022,October,10,Friday,5,28,,,
9933,Brian Holland,Manuel Watson,Honda,Silverado,2014,20776,0.102020157,2119.57,2022,July,7,Saturday,6,2,,,
9934,Jason Riley,Victor Horne,Honda,Silverado,2020,31134,0.098898928,3079.12,2022,June,6,Sunday,7,5,,,
9935,Kelly Wilkinson,Johnny Gutierrez,Ford,Altima,2021,35662,0.072610249,2589.43,2023,February,2,Sunday,7,19,,,
9936,Ryan Ramirez,Robert Jackson,Nissan,Altima,2015,36476,0.058041383,2117.12,2022,December,12,Tuesday,2,27,,,
9937,Scott Hill,Joseph Hobbs,Nissan,Civic,2021,28884,0.141550268,4088.54,2022,September,9,Monday,1,12,,,
9938,Lori Byrd,Alexa Williams,Nissan,Altima,2016,34992,0.114377764,4002.31,2023,March,3,Thursday,4,30,,,
9939,Leonard Taylor,Alyssa Meza,Honda,F-150,2019,14316,0.061828235,885.13,2022,October,10,Thursday,4,6,,,
9940,Jennifer Lynn,Kent Gray,Ford,Silverado,2011,15433,0.076957162,1187.68,2022,October,10,Thursday,4,20,,,
9941,Jaime Cunningham,Rita Clark,Toyota,Corolla,2018,48227,0.109548525,5283.2,2023,February,2,Friday,5,24,,,
9942,Maria Chung,Martin Torres,Chevrolet,Corolla,2010,25208,0.096159978,2424,2023,January,1,Monday,1,9,,,
